I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3, 
0, 24, 24, -12, -12, 24, 0, 19, 19, 29, 9, -9, -9, 19, -4, 
0, 24, 24, -12, -12, 24, 0, 19, 14, 24, 9, -9, -9, 19, -4, 
9, 19, 9, -14, 0, 14, 0, 34, 24, 24, 9, -9, -9, 19, 4, 
9, 14, 4, -12, 2, 9, 0, 34, 24, 24, 9, -9, -9, 19, 4, 
9, 9, 0, -9, 4, 4, 0, 34, 24, 24, 9, -9, -9, 19, 4, 
9, 4, -4, -7, 7, 0, 0, 34, 24, 24, 9, -9, -9, 19, 4, 
9, 14, 4, -12, 2, 9, 0, 34, 34, 34, 19, 0, -9, 14, 4, 
9, 14, 4, -12, 2, 9, 0, 34, 34, 34, 19, -4, -9, 14, 4, 
9, 14, 4, -12, 2, 9, 0, 34, 34, 29, 14, -4, -9, 14, 4, 
9, 14, 4, -12, 2, 9, 4, 34, 29, 29, 14, -4, -9, 14, 0, 
0, 4, 4, -2, -2, 4, 14, 43, 29, 29, 4, -9, -9, 29, 0, 
0, -4, -4, 2, 2, -4, 14, 43, 29, 29, 4, -14, -9, 29, 0, 
-4, -4, 0, 4, -2, -2, 14, 43, 29, 29, 4, -19, -9, 29, 4, 
-4, -4, 0, 4, -2, -2, 14, 43, 29, 29, 4, -24, -9, 24, 4, 
-14, -4, 9, 9, -12, 2, 24, 34, 39, 29, 4, -24, -9, 29, 4, 
-14, -4, 9, 9, -12, 2, 24, 34, 39, 29, 4, -24, -9, 29, 0, 
-14, -4, 9, 9, -12, 2, 24, 34, 39, 29, 4, -24, -9, 29, 0, 
-14, -4, 9, 9, -12, 2, 19, 34, 39, 29, 4, -24, -9, 29, -4, 
-14, -4, 9, 9, -12, 2, 19, 34, 34, 39, 14, -14, -9, 24, -9, 
-14, -4, 9, 9, -12, 2, 19, 29, 34, 39, 14, -14, -9, 14, -9, 
-14, -4, 9, 9, -12, 2, 14, 29, 34, 39, 14, -14, -9, 4, -9, 
-14, -4, 9, 9, -12, 2, 14, 34, 34, 39, 14, -14, -4, -4, -9, 
-14, -9, 4, 12, -9, -2, 24, 43, 34, 48, 24, -4, 0, -9, -24, 
-9, -14, -4, 12, -2, -9, 24, 43, 34, 48, 24, -4, 0, -9, -24, 
-9, -19, -9, 14, 0, -14, 14, 39, 34, 48, 24, -4, -4, -14, -24, 
-9, -19, -9, 14, 0, -14, 14, 39, 34, 48, 24, -4, -4, -24, -24, 
0, -29, -29, 14, 14, -29, 14, 48, 48, 48, 24, -4, -9, -34, -34, 
0, -29, -29, 14, 14, -29, 14, 48, 48, 48, 29, -4, 0, -34, -43, 
-9, -48, -39, 29, 14, -43, 24, 48, 43, 48, 29, -4, 9, -34, -39, 
-19, -48, -29, 34, 4, -39, 34, 53, 58, 53, 29, -14, 9, -24, -29, 
-9, -39, -29, 24, 9, -34, 29, 63, 68, 63, 39, 0, -4, -24, -14, 
0, -19, -19, 9, 9, -19, 24, 82, 97, 87, 53, 19, -9, -19, -4, 
0, -4, -4, 2, 2, -4, 29, 107, 146, 156, 102, 34, -29, -9, 29, 
14, 14, 0, -14, 7, 7, 29, 151, 224, 239, 180, 73, -48, 4, 53, 
34, 68, 34, -51, 0, 51, 9, 175, 317, 361, 268, 126, -68, 4, 82, 
58, 126, 68, -92, -4, 97, -4, 224, 429, 502, 395, 209, -92, 9, 122, 
87, 195, 107, -141, -9, 151, -34, 292, 570, 653, 536, 302, -122, 0, 141, 
151, 248, 97, -200, 26, 173, -63, 370, 717, 819, 673, 395, -156, -24, 151, 
204, 287, 82, -246, 61, 185, -92, 453, 854, 971, 805, 492, -165, -39, 156, 
253, 341, 87, -297, 82, 214, -107, 536, 976, 1112, 932, 580, -195, -58, 175, 
302, 414, 112, -358, 95, 263, -136, 605, 1112, 1273, 1083, 683, -219, -63, 204, 
370, 512, 141, -441, 114, 326, -180, 653, 1234, 1439, 1249, 819, -253, -68, 229, 
453, 629, 175, -541, 139, 402, -244, 707, 1381, 1649, 1434, 976, -307, -87, 253, 
556, 751, 195, -653, 180, 473, -312, 810, 1581, 1883, 1649, 1122, -366, -112, 273, 
649, 863, 214, -756, 217, 539, -375, 907, 1722, 2059, 1820, 1254, -405, -151, 283, 
736, 966, 229, -851, 253, 597, -448, 961, 1800, 2181, 1937, 1351, -434, -200, 244, 
834, 1107, 273, -971, 280, 690, -551, 946, 1854, 2322, 2088, 1503, -478, -263, 165, 
951, 1332, 380, -1141, 285, 856, -697, 878, 1912, 2522, 2318, 1708, -527, -336, 73, 
1049, 1605, 556, -1327, 246, 1080, -893, 761, 1986, 2796, 2630, 1991, -590, -414, -34, 
1132, 1873, 741, -1503, 195, 1307, -1068, 639, 2054, 3084, 2952, 2264, -649, -492, -156, 
1176, 2020, 844, -1598, 165, 1432, -1180, 536, 2064, 3269, 3172, 2459, -683, -561, -292, 
1200, 2074, 873, -1637, 163, 1473, -1234, 453, 2030, 3342, 3289, 2566, -688, -634, -444, 
1200, 2074, 873, -1637, 163, 1473, -1263, 400, 2015, 3420, 3386, 2649, -673, -692, -551, 
1190, 2034, 844, -1612, 173, 1439, -1254, 405, 2034, 3459, 3440, 2693, -649, -722, -610, 
1122, 1932, 810, -1527, 156, 1371, -1200, 400, 1995, 3318, 3323, 2644, -600, -732, -658, 
1088, 1756, 668, -1422, 209, 1212, -1141, 424, 1869, 2991, 3030, 2483, -522, -780, -756, 
1088, 1537, 448, -1312, 319, 993, -1088, 448, 1654, 2552, 2640, 2244, -448, -868, -863, 
1044, 1307, 263, -1176, 390, 785, -1005, 409, 1361, 2064, 2239, 2005, -375, -893, -902, 
946, 1112, 165, -1029, 390, 639, -888, 326, 1044, 1605, 1869, 1781, -302, -854, -897, 
849, 922, 73, -885, 387, 497, -766, 248, 727, 1195, 1532, 1537, -248, -800, -863, 
712, 707, -4, -710, 358, 351, -639, 126, 361, 790, 1176, 1254, -170, -717, -824, 
507, 448, -58, -478, 283, 195, -473, -39, -39, 356, 736, 863, -68, -590, -746, 
287, 175, -112, -231, 200, 31, -278, -156, -351, -63, 248, 400, 19, -424, -610, 
97, -14, -112, -41, 104, -63, -112, -204, -507, -317, -97, 48, 53, -273, -453, 
-4, -102, -97, 53, 46, -100, -14, -195, -536, -434, -283, -126, 58, -165, -336, 
-19, -146, -126, 82, 53, -136, 29, -141, -458, -414, -336, -200, 58, -117, -273, 
-19, -146, -126, 82, 53, -136, 43, -78, -346, -346, -307, -209, 48, -82, -200, 
-19, -112, -92, 65, 36, -102, 43, -58, -287, -287, -253, -190, 34, -48, -141, 
-19, -97, -78, 58, 29, -87, 58, -43, -244, -253, -214, -161, 19, -14, -112, 
-19, -92, -73, 56, 26, -82, 58, 0, -185, -204, -195, -161, 9, 4, -78, 
-19, -78, -58, 48, 19, -68, 53, 19, -146, -170, -175, -151, 9, 14, -48, 
-9, -58, -48, 34, 19, -53, 43, 24, -122, -156, -156, -126, 0, 29, -24, 
-9, -48, -39, 29, 14, -43, 43, 39, -102, -136, -136, -122, 4, 39, -4, 
-19, -48, -29, 34, 4, -39, 53, 48, -78, -112, -117, -112, 4, 58, 19, 
-19, -43, -24, 31, 2, -34, 53, 48, -63, -97, -107, -92, 4, 58, 29, 
-19, -34, -14, 26, -2, -24, 53, 48, -48, -82, -97, -92, 4, 58, 39, 
-29, -29, 0, 29, -14, -14, 53, 48, -43, -82, -107, -102, 0, 53, 29, 
-29, -29, 0, 29, -14, -14, 53, 58, -39, -82, -102, -102, 0, 53, 34, 
-29, -29, 0, 29, -14, -14, 58, 63, -34, -73, -97, -92, 0, 53, 39, 
-34, -29, 4, 31, -19, -12, 58, 63, -39, -68, -92, -92, 0, 53, 43, 
-34, -39, -4, 36, -14, -21, 58, 53, -34, -73, -97, -92, 4, 43, 34, 
-34, -39, -4, 36, -14, -21, 58, 53, -24, -63, -92, -92, 4, 48, 39, 
-34, -39, -4, 36, -14, -21, 53, 58, -24, -63, -87, -92, 4, 48, 39, 
-29, -34, -4, 31, -12, -19, 53, 58, -19, -58, -87, -92, 4, 48, 43, 
-19, -39, -19, 29, 0, -29, 63, 63, -14, -58, -87, -97, 4, 48, 34, 
-19, -43, -24, 31, 2, -34, 63, 63, -9, -58, -87, -92, 4, 48, 34, 
-19, -43, -24, 31, 2, -34, 53, 63, -9, -53, -87, -92, 9, 48, 34, 
-19, -48, -29, 34, 4, -39, 53, 63, -9, -53, -87, -92, 9, 43, 34, 
-29, -48, -19, 39, -4, -34, 58, 63, -19, -53, -78, -87, 9, 39, 34, 
-29, -48, -19, 39, -4, -34, 63, 63, -19, -53, -73, -87, 9, 39, 34, 
-29, -53, -24, 41, -2, -39, 68, 63, -19, -58, -73, -87, 9, 39, 29, 
-29, -53, -24, 41, -2, -39, 73, 63, -19, -58, -78, -87, 9, 39, 29, 
-34, -58, -24, 46, -4, -41, 68, 73, -9, -58, -78, -87, 4, 29, 39, 
-34, -63, -29, 48, -2, -46, 68, 73, -9, -58, -78, -87, 4, 29, 34, 
-34, -68, -34, 51, 0, -51, 68, 68, -9, -53, -78, -92, 4, 29, 34, 
-29, -73, -43, 51, 7, -58, 68, 63, -9, -53, -78, -92, 4, 34, 34, 
-29, -73, -43, 51, 7, -58, 68, 63, -19, -58, -87, -92, 14, 24, 29, 
-34, -73, -39, 53, 2, -56, 68, 63, -19, -58, -87, -92, 14, 24, 29, 
-34, -73, -39, 53, 2, -56, 63, 63, -24, -58, -82, -92, 14, 24, 29, 
-34, -73, -39, 53, 2, -56, 63, 63, -24, -58, -82, -97, 14, 24, 29, 
-39, -73, -34, 56, -2, -53, 68, 53, -39, -73, -92, -102, 14, 24, 24, 
-43, -78, -34, 61, -4, -56, 68, 53, -39, -78, -97, -102, 14, 24, 19, 
-48, -82, -34, 65, -7, -58, 68, 53, -39, -82, -102, -107, 14, 29, 9, 
-53, -87, -34, 70, -9, -61, 68, 53, -39, -87, -107, -112, 14, 29, 4, 
-58, -92, -34, 75, -12, -63, 68, 43, -53, -97, -112, -122, 19, 24, -4, 
-58, -97, -39, 78, -9, -68, 73, 43, -58, -97, -117, -126, 19, 19, -4, 
-58, -102, -43, 80, -7, -73, 73, 43, -58, -102, -122, -126, 19, 14, -4, 
-58, -107, -48, 82, -4, -78, 73, 43, -63, -102, -126, -126, 19, 19, -4, 
-53, -102, -48, 78, -2, -75, 63, 43, -73, -112, -126, -117, 19, 4, -19, 
-53, -102, -48, 78, -2, -75, 58, 39, -68, -112, -131, -122, 19, 0, -19, 
-53, -97, -43, 75, -4, -70, 53, 34, -68, -112, -131, -122, 19, 0, -19, 
-53, -97, -43, 75, -4, -70, 48, 29, -68, -112, -131, -122, 19, -4, -24, 
-43, -97, -53, 70, 4, -75, 43, 29, -78, -107, -131, -117, 29, -14, -24, 
-43, -97, -53, 70, 4, -75, 34, 24, -78, -107, -131, -117, 29, -14, -24, 
-43, -92, -48, 68, 2, -70, 24, 19, -78, -107, -131, -117, 29, -14, -24, 
-43, -87, -43, 65, 0, -65, 14, 14, -78, -112, -131, -117, 29, -9, -19, 
-53, -82, -29, 68, -12, -56, 14, 4, -78, -112, -126, -122, 19, -4, -14, 
-53, -78, -24, 65, -14, -51, 14, 4, -78, -112, -126, -122, 19, 0, -14, 
-53, -73, -19, 63, -17, -46, 14, 4, -82, -112, -131, -122, 19, 4, -14, 
-53, -68, -14, 61, -19, -41, 14, 4, -82, -117, -131, -126, 19, 9, -14, 
-58, -58, 0, 58, -29, -29, 4, 19, -68, -107, -131, -117, 24, 19, -9, 
-58, -53, 4, 56, -31, -24, 9, 19, -68, -107, -131, -117, 24, 24, 0, 
-58, -53, 4, 56, -31, -24, 9, 19, -68, -112, -131, -117, 24, 29, 4, 
-58, -53, 4, 56, -31, -24, 9, 19, -68, -112, -141, -122, 29, 39, 9, 
-53, -43, 9, 48, -31, -17, 14, 29, -63, -112, -131, -117, 19, 43, 14, 
-58, -48, 9, 53, -34, -19, 14, 34, -68, -117, -136, -122, 14, 43, 24, 
-53, -48, 4, 51, -29, -21, 14, 34, -63, -122, -141, -122, 14, 48, 29, 
-53, -48, 4, 51, -29, -21, 14, 34, -53, -126, -141, -122, 14, 48, 34, 
-53, -53, 0, 53, -26, -26, 29, 39, -53, -117, -141, -131, 24, 53, 34, 
-53, -53, 0, 53, -26, -26, 29, 39, -58, -122, -146, -131, 24, 53, 34, 
-53, -53, 0, 53, -26, -26, 29, 39, -63, -126, -151, -141, 24, 53, 34, 
-53, -58, -4, 56, -24, -31, 34, 39, -63, -126, -156, -141, 24, 53, 34, 
-53, -48, 4, 51, -29, -21, 39, 48, -68, -122, -161, -136, 24, 58, 43, 
-53, -48, 4, 51, -29, -21, 39, 48, -73, -126, -161, -136, 19, 63, 43, 
-53, -48, 4, 51, -29, -21, 39, 48, -73, -126, -161, -136, 14, 68, 43, 
-53, -48, 4, 51, -29, -21, 39, 48, -73, -131, -165, -141, 9, 73, 43, 
-63, -53, 9, 58, -36, -21, 48, 48, -78, -146, -170, -151, 19, 82, 48, 
-68, -53, 14, 61, -41, -19, 48, 48, -78, -156, -175, -156, 19, 82, 53, 
-73, -58, 14, 65, -43, -21, 48, 48, -82, -161, -180, -161, 19, 87, 58, 
-73, -58, 14, 65, -43, -21, 53, 53, -92, -170, -195, -170, 19, 87, 63, 
-73, -68, 4, 70, -39, -31, 63, 53, -92, -175, -195, -165, 14, 87, 68, 
-73, -68, 4, 70, -39, -31, 63, 48, -97, -185, -200, -170, 14, 87, 68, 
-73, -68, 4, 70, -39, -31, 68, 48, -102, -195, -204, -175, 14, 92, 68, 
-82, -78, 4, 80, -43, -36, 73, 48, -107, -204, -214, -180, 14, 97, 68, 
-73, -68, 4, 70, -39, -31, 73, 48, -112, -224, -229, -195, 14, 87, 58, 
-73, -68, 4, 70, -39, -31, 78, 48, -117, -234, -244, -200, 14, 87, 58, 
-82, -68, 14, 75, -48, -26, 78, 48, -131, -244, -258, -204, 9, 92, 63, 
-82, -73, 9, 78, -46, -31, 78, 48, -136, -253, -268, -214, 9, 97, 63, 
-73, -68, 4, 70, -39, -31, 82, 43, -156, -268, -278, -224, 14, 92, 53, 
-78, -73, 4, 75, -41, -34, 92, 43, -165, -283, -292, -234, 14, 87, 53, 
-82, -78, 4, 80, -43, -36, 92, 34, -175, -292, -307, -239, 19, 82, 53, 
-87, -78, 9, 82, -48, -34, 87, 29, -190, -317, -322, -248, 24, 82, 53, 
-102, -87, 14, 95, -58, -36, 97, 29, -204, -341, -346, -263, 24, 82, 39, 
-102, -97, 4, 100, -53, -46, 102, 29, -219, -356, -361, -268, 29, 82, 39, 
-107, -112, -4, 109, -51, -58, 102, 29, -234, -375, -380, -283, 29, 82, 34, 
-112, -117, -4, 114, -53, -61, 102, 24, -258, -400, -400, -302, 34, 82, 29, 
-107, -126, -19, 117, -43, -73, 102, 14, -287, -429, -429, -322, 39, 73, 14, 
-117, -141, -24, 129, -46, -82, 112, -4, -307, -458, -448, -331, 43, 73, 14, 
-122, -156, -34, 139, -43, -95, 112, -19, -326, -483, -478, -346, 48, 78, 14, 
-126, -161, -34, 143, -46, -97, 117, -34, -356, -512, -497, -361, 53, 78, 14, 
-141, -180, -39, 161, -51, -109, 126, -48, -395, -556, -536, -390, 63, 78, -4, 
-151, -190, -39, 170, -56, -114, 126, -63, -419, -595, -570, -414, 68, 73, -14, 
-161, -204, -43, 183, -58, -124, 136, -73, -448, -624, -590, -434, 73, 73, -14, 
-165, -219, -53, 192, -56, -136, 141, -87, -478, -663, -629, -453, 82, 78, -19, 
-180, -229, -48, 204, -65, -139, 136, -112, -522, -712, -673, -478, 97, 68, -39, 
-185, -239, -53, 212, -65, -146, 136, -131, -566, -756, -707, -502, 102, 68, -53, 
-195, -258, -63, 226, -65, -161, 141, -151, -595, -800, -751, -531, 102, 73, -63, 
-204, -278, -73, 241, -65, -175, 146, -170, -634, -844, -790, -556, 107, 78, -73, 
-229, -297, -68, 263, -80, -183, 161, -190, -688, -893, -839, -590, 131, 73, -87, 
-239, -322, -82, 280, -78, -202, 165, -209, -722, -941, -878, -624, 141, 73, -102, 
-248, -336, -87, 292, -80, -212, 170, -234, -771, -990, -917, -649, 151, 73, -112, 
-258, -356, -97, 307, -80, -226, 180, -258, -810, -1044, -956, -678, 161, 68, -122, 
-278, -375, -97, 326, -90, -236, 185, -287, -858, -1093, -1005, -707, 161, 58, -136, 
-287, -395, -107, 341, -90, -251, 190, -302, -893, -1137, -1044, -732, 175, 63, -141, 
-297, -414, -117, 356, -90, -265, 204, -331, -932, -1180, -1093, -761, 185, 68, -151, 
-312, -434, -122, 373, -95, -278, 204, -351, -971, -1224, -1122, -790, 190, 73, -156, 
-322, -458, -136, 390, -92, -297, 200, -375, -1010, -1268, -1161, -819, 200, 63, -151, 
-331, -473, -141, 402, -95, -307, 204, -395, -1044, -1307, -1200, -844, 209, 63, -156, 
-341, -488, -146, 414, -97, -317, 209, -414, -1078, -1351, -1239, -868, 214, 63, -161, 
-341, -512, -170, 427, -85, -341, 214, -434, -1112, -1395, -1273, -897, 219, 63, -175, 
-346, -522, -175, 434, -85, -348, 219, -448, -1132, -1424, -1302, -907, 229, 73, -175, 
-351, -536, -185, 444, -82, -361, 219, -463, -1156, -1449, -1312, -932, 244, 73, -180, 
-361, -551, -190, 456, -85, -370, 224, -478, -1171, -1464, -1342, -941, 244, 73, -185, 
-361, -570, -209, 466, -75, -390, 224, -483, -1195, -1478, -1351, -961, 253, 73, -190, 
-351, -575, -224, 463, -63, -400, 224, -488, -1195, -1488, -1351, -966, 253, 73, -185, 
-346, -585, -239, 466, -53, -412, 229, -483, -1200, -1503, -1361, -966, 253, 73, -185, 
-346, -585, -239, 466, -53, -412, 229, -478, -1200, -1498, -1366, -966, 248, 63, -185, 
-346, -585, -239, 466, -53, -412, 229, -473, -1195, -1488, -1351, -966, 244, 58, -185, 
-336, -580, -244, 458, -46, -412, 219, -458, -1171, -1473, -1342, -951, 244, 68, -170, 
-331, -575, -244, 453, -43, -409, 214, -458, -1141, -1444, -1332, -941, 239, 68, -165, 
-322, -570, -248, 446, -36, -409, 214, -453, -1117, -1424, -1302, -932, 239, 73, -161, 
-317, -561, -244, 439, -36, -402, 209, -439, -1098, -1390, -1278, -912, 239, 78, -156, 
-312, -536, -224, 424, -43, -380, 214, -414, -1073, -1346, -1244, -883, 224, 73, -151, 
-297, -527, -229, 412, -34, -378, 209, -400, -1019, -1307, -1210, -863, 214, 78, -146, 
-278, -507, -229, 392, -24, -368, 200, -390, -985, -1263, -1171, -839, 204, 78, -141, 
-263, -488, -224, 375, -19, -356, 190, -366, -951, -1215, -1132, -810, 195, 73, -126, 
-258, -473, -214, 366, -21, -344, 190, -336, -873, -1161, -1078, -780, 170, 78, -107, 
-234, -444, -209, 339, -12, -326, 175, -312, -844, -1102, -1024, -741, 165, 87, -97, 
-219, -409, -190, 314, -14, -300, 170, -283, -800, -1039, -966, -702, 156, 92, -87, 
-214, -385, -170, 300, -21, -278, 161, -268, -741, -971, -912, -658, 146, 97, -68, 
-185, -356, -170, 270, -7, -263, 151, -248, -688, -907, -844, -614, 126, 97, -48, 
-175, -326, -151, 251, -12, -239, 146, -219, -624, -844, -790, -570, 122, 97, -43, 
-165, -302, -136, 234, -14, -219, 136, -204, -566, -775, -736, -531, 112, 97, -29, 
-151, -273, -122, 212, -14, -197, 126, -185, -507, -707, -678, -492, 102, 102, -24, 
-141, -263, -122, 202, -9, -192, 126, -151, -458, -644, -624, -444, 92, 87, -19, 
-126, -234, -107, 180, -9, -170, 117, -141, -409, -585, -566, -409, 82, 82, -14, 
-117, -219, -102, 168, -7, -161, 107, -122, -366, -522, -507, -380, 73, 78, -9, 
-112, -190, -78, 151, -17, -134, 102, -102, -317, -463, -463, -346, 63, 73, -9, 
-102, -165, -63, 134, -19, -114, 92, -82, -287, -429, -414, -302, 63, 68, 0, 
-87, -146, -58, 117, -14, -102, 78, -63, -248, -370, -370, -273, 53, 63, 4, 
-73, -131, -58, 102, -7, -95, 68, -48, -209, -326, -326, -244, 43, 63, 9, 
-63, -112, -48, 87, -7, -80, 58, -34, -175, -283, -292, -209, 39, 58, 14, 
-53, -107, -53, 80, 0, -80, 63, -19, -151, -248, -253, -190, 29, 53, 14, 
-43, -92, -48, 68, 2, -70, 58, -4, -122, -214, -219, -170, 24, 53, 14, 
-29, -73, -43, 51, 7, -58, 43, 9, -92, -175, -185, -146, 19, 53, 14, 
-24, -58, -34, 41, 4, -46, 39, 14, -63, -141, -156, -126, 14, 48, 14, 
-24, -53, -29, 39, 2, -41, 48, 19, -43, -122, -131, -112, 9, 39, 14, 
-19, -43, -24, 31, 2, -34, 43, 29, -19, -92, -107, -97, 4, 34, 14, 
-14, -34, -19, 24, 2, -26, 39, 39, -9, -63, -92, -92, -4, 34, 19, 
-9, -24, -14, 17, 2, -19, 34, 48, 9, -43, -78, -73, -9, 29, 19, 
-14, -29, -14, 21, 0, -21, 29, 43, 14, -29, -53, -58, 4, 39, 14, 
-4, -19, -14, 12, 4, -17, 29, 43, 19, -9, -43, -43, -4, 29, 14, 
0, -19, -19, 9, 9, -19, 24, 53, 34, 4, -14, -29, -9, 9, 14, 
-4, -9, -4, 7, 0, -7, 24, 63, 48, 24, 4, -14, -9, 14, 4, 
9, 9, 0, -9, 4, 4, 19, 58, 48, 39, 9, 9, -9, 19, 0, 
0, 0, 0, 0, 0, 0, 9, 58, 58, 48, 14, 9, -19, 9, -9, 
0, 0, 0, 0, 0, 0, 9, 58, 58, 48, 19, 9, -19, 9, -9, 
0, 0, 0, 0, 0, 0, 9, 58, 58, 48, 24, 9, -19, 9, -9, 
0, 0, 0, 0, 0, 0, 9, 58, 58, 48, 29, 9, -19, 9, -9, 
4, 0, -4, -2, 4, -2, 9, 63, 68, 53, 39, 9, -9, 4, -19, 
9, 0, -9, -4, 9, -4, 9, 63, 68, 58, 39, 19, -14, 0, -19, 
9, 0, -9, -4, 9, -4, 9, 63, 68, 68, 39, 19, -14, -4, -19, 
9, 0, -9, -4, 9, -4, 9, 63, 73, 73, 43, 19, -14, -9, -19, 
0, 0, 0, 0, 0, 0, 4, 68, 82, 87, 58, 29, -19, -9, -19, 
0, 0, 0, 0, 0, 0, 4, 68, 82, 92, 58, 29, -19, -14, -19, 
-4, 0, 4, 2, -4, 2, 4, 68, 82, 97, 63, 29, -19, -14, -19, 
-4, 0, 4, 2, -4, 2, 4, 68, 82, 97, 68, 29, -19, -9, -19, 
0, 9, 9, -4, -4, 9, 0, 68, 87, 102, 73, 29, -29, 0, -9, 
0, 14, 14, -7, -7, 14, 0, 68, 92, 102, 73, 34, -34, -4, -9, 
4, 19, 14, -12, -4, 17, -4, 68, 92, 107, 73, 34, -34, -9, -9, 
4, 24, 19, -14, -7, 21, -4, 68, 87, 107, 73, 34, -34, -14, -14, 
14, 39, 24, -26, -4, 31, -14, 68, 97, 107, 82, 43, -43, -4, -14, 
9, 39, 29, -24, -9, 34, -14, 68, 97, 107, 87, 43, -39, -4, -14, 
4, 34, 29, -19, -12, 31, -14, 68, 102, 112, 87, 48, -34, -4, -14, 
0, 29, 29, -14, -14, 29, -14, 73, 107, 112, 87, 48, -34, -4, -14, 
9, 29, 19, -19, -4, 24, -19, 82, 107, 122, 87, 53, -34, -4, -14, 
14, 29, 14, -21, 0, 21, -24, 78, 107, 122, 87, 53, -34, -4, -14, 
14, 29, 14, -21, 0, 21, -29, 78, 107, 122, 87, 53, -34, 0, -14, 
14, 29, 14, -21, 0, 21, -34, 78, 107, 122, 87, 58, -34, 0, -14, 
24, 19, -4, -21, 14, 7, -24, 87, 107, 122, 87, 48, -24, -9, -14, 
24, 19, -4, -21, 14, 7, -24, 82, 107, 117, 87, 48, -24, -9, -14, 
24, 24, 0, -24, 12, 12, -24, 78, 107, 117, 87, 48, -29, -4, -14, 
24, 24, 0, -24, 12, 12, -24, 78, 107, 122, 87, 48, -29, -4, -14, 
34, 14, -19, -24, 26, -2, -29, 78, 107, 112, 87, 39, -19, -9, -24, 
29, 14, -14, -21, 21, 0, -34, 78, 102, 112, 87, 39, -19, -14, -24, 
29, 14, -14, -21, 21, 0, -39, 78, 102, 112, 87, 39, -19, -19, -29, 
29, 19, -9, -24, 19, 4, -43, 78, 107, 112, 87, 39, -19, -19, -29, 
39, 34, -4, -36, 21, 14, -53, 78, 107, 122, 97, 48, -9, -19, -19, 
39, 34, -4, -36, 21, 14, -58, 78, 107, 122, 92, 43, -14, -19, -19, 
39, 34, -4, -36, 21, 14, -58, 78, 107, 122, 92, 43, -14, -24, -19, 
39, 29, -9, -34, 24, 9, -58, 78, 107, 117, 92, 43, -9, -24, -19, 
29, 34, 4, -31, 12, 19, -63, 78, 117, 117, 92, 34, -19, -19, -9, 
29, 34, 4, -31, 12, 19, -63, 78, 117, 117, 92, 34, -24, -19, -9, 
29, 39, 9, -34, 9, 24, -63, 78, 117, 117, 92, 34, -24, -14, -9, 
29, 43, 14, -36, 7, 29, -63, 78, 117, 117, 92, 34, -24, -9, -9, 
29, 43, 14, -36, 7, 29, -48, 78, 112, 117, 92, 43, -24, 0, 4, 
29, 43, 14, -36, 7, 29, -43, 78, 112, 117, 87, 43, -24, 4, 9, 
29, 43, 14, -36, 7, 29, -39, 78, 112, 117, 87, 39, -24, 9, 14, 
29, 43, 14, -36, 7, 29, -29, 78, 112, 112, 87, 39, -24, 14, 19, 
14, 39, 24, -26, -4, 31, -24, 73, 112, 112, 87, 39, -34, 24, 29, 
14, 39, 24, -26, -4, 31, -19, 73, 112, 112, 87, 39, -34, 29, 34, 
14, 34, 19, -24, -2, 26, -14, 73, 112, 112, 87, 39, -34, 39, 34, 
14, 34, 19, -24, -2, 26, -4, 73, 112, 112, 87, 39, -34, 43, 34, 
14, 34, 19, -24, -2, 26, -4, 78, 112, 112, 87, 48, -34, 39, 34, 
14, 24, 9, -19, 2, 17, -4, 78, 112, 112, 87, 48, -34, 39, 29, 
14, 24, 9, -19, 2, 17, -4, 78, 112, 112, 87, 48, -34, 39, 29, 
14, 24, 9, -19, 2, 17, -4, 78, 112, 112, 87, 48, -34, 39, 34, 
14, 14, 0, -14, 7, 7, 0, 87, 102, 107, 78, 43, -34, 39, 34, 
9, 14, 4, -12, 2, 9, 9, 87, 107, 107, 78, 39, -34, 39, 34, 
4, 14, 9, -9, -2, 12, 14, 87, 107, 107, 78, 34, -29, 39, 34, 
0, 14, 14, -7, -7, 14, 19, 87, 102, 102, 78, 29, -29, 39, 34, 
9, 4, -4, -7, 7, 0, 19, 82, 102, 92, 73, 19, -29, 29, 34, 
9, 4, -4, -7, 7, 0, 19, 82, 102, 92, 68, 19, -29, 29, 34, 
9, 4, -4, -7, 7, 0, 19, 82, 102, 92, 63, 19, -29, 29, 34, 
9, 4, -4, -7, 7, 0, 19, 82, 102, 92, 58, 19, -29, 29, 34, 
9, 0, -9, -4, 9, -4, 19, 82, 92, 82, 48, 19, -19, 14, 29, 
9, -4, -14, -2, 12, -9, 19, 82, 92, 82, 48, 14, -19, 14, 24, 
9, -9, -19, 0, 14, -14, 19, 82, 92, 78, 43, 14, -19, 14, 19, 
9, -14, -24, 2, 17, -19, 24, 82, 87, 78, 43, 14, -19, 14, 9, 
9, -14, -24, 2, 17, -19, 14, 73, 78, 78, 53, 14, -19, 14, 4, 
9, -24, -34, 7, 21, -29, 14, 73, 78, 78, 53, 14, -19, 9, 0, 
4, -24, -29, 9, 17, -26, 14, 73, 78, 78, 53, 14, -19, 4, 0, 
4, -24, -29, 9, 17, -26, 14, 73, 78, 78, 53, 14, -19, -4, -4, 
-4, -24, -19, 14, 7, -21, 24, 63, 68, 78, 53, 14, -19, -9, -4, 
-4, -24, -19, 14, 7, -21, 24, 63, 68, 78, 53, 14, -19, -9, -9, 
