I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3
-58,-58,0,58,-29,-29,82,39,9,-53,-68,-82,14,87,107
-58,-53,4,56,-31,-24,82,34,9,-53,-68,-78,14,87,107
-63,-43,19,53,-41,-12,82,34,4,-53,-73,-87,4,87,107
-63,-39,24,51,-43,-7,82,34,4,-53,-73,-87,4,87,107
-68,-39,29,53,-48,-4,82,39,4,-58,-73,-82,4,87,112
-68,-34,34,51,-51,0,82,39,4,-58,-73,-82,9,87,112
-68,-43,24,56,-46,-9,87,39,9,-48,-63,-73,9,97,126
-68,-43,24,56,-46,-9,92,39,14,-48,-63,-73,9,102,126
-68,-43,24,56,-46,-9,97,43,19,-48,-68,-82,9,102,126
-63,-43,19,53,-41,-12,102,48,24,-53,-68,-82,9,102,126
-53,-48,4,51,-29,-21,92,58,24,-43,-68,-68,4,102,117
-53,-53,0,53,-26,-26,92,58,19,-48,-68,-68,4,97,117
-53,-58,-4,56,-24,-31,92,58,19,-48,-68,-68,4,92,117
-58,-63,-4,61,-26,-34,92,63,19,-48,-68,-68,4,92,126
-63,-73,-9,68,-26,-41,107,63,14,-68,-73,-73,14,82,122
-68,-73,-4,70,-31,-39,107,63,14,-68,-73,-82,14,82,117
-73,-73,0,73,-36,-36,107,58,14,-68,-78,-87,14,82,112
-78,-73,4,75,-41,-34,107,53,14,-68,-78,-92,14,87,107
-78,-78,0,78,-39,-39,107,43,0,-68,-92,-102,14,73,107
-78,-82,-4,80,-36,-43,102,43,0,-73,-97,-102,14,68,102
-78,-87,-9,82,-34,-48,102,48,-4,-73,-97,-107,14,63,97
-78,-92,-14,85,-31,-53,97,48,-9,-68,-97,-107,14,58,97
-87,-97,-9,92,-39,-53,87,43,-14,-82,-102,-107,19,58,87
-87,-112,-24,100,-31,-68,87,43,-19,-92,-107,-107,24,58,78
-87,-117,-29,102,-29,-73,87,39,-29,-97,-112,-107,29,53,73
-87,-122,-34,104,-26,-78,87,34,-34,-107,-122,-112,34,48,63
-87,-107,-19,97,-34,-63,82,24,-43,-107,-112,-102,34,34,58
-87,-102,-14,95,-36,-58,73,19,-43,-107,-117,-107,34,34,53
-87,-102,-14,95,-36,-58,63,14,-43,-107,-117,-112,34,39,53
-87,-102,-14,95,-36,-58,58,14,-43,-117,-122,-117,34,39,48
-87,-92,-4,90,-41,-48,43,4,-43,-117,-122,-126,34,39,43
-87,-92,-4,90,-41,-48,39,4,-43,-122,-122,-126,34,39,43
-87,-92,-4,90,-41,-48,34,4,-48,-122,-131,-126,29,39,43
-92,-97,-4,95,-43,-51,39,9,-48,-126,-136,-131,29,39,43
-92,-87,4,90,-48,-41,48,9,-48,-131,-141,-131,29,43,53
-92,-97,-4,95,-43,-51,48,14,-48,-136,-146,-141,29,43,53
-92,-107,-14,100,-39,-61,53,14,-53,-146,-151,-146,29,43,53
-92,-107,-14,100,-39,-61,53,14,-58,-151,-165,-151,29,43,53
-107,-107,0,107,-53,-53,53,14,-58,-146,-165,-156,39,53,63
-107,-107,0,107,-53,-53,53,14,-63,-151,-170,-161,39,53,63
-107,-107,0,107,-53,-53,58,14,-63,-161,-180,-161,39,53,63
-107,-112,-4,109,-51,-58,63,19,-68,-170,-185,-165,39,53,68
-97,-107,-9,102,-43,-58,63,34,-58,-175,-185,-165,34,63,78
-97,-107,-9,102,-43,-58,63,39,-63,-180,-195,-170,34,63,78
-102,-107,-4,104,-48,-56,63,39,-68,-175,-195,-175,34,63,78
-107,-107,0,107,-53,-53,63,34,-78,-180,-200,-185,34,68,78
-107,-102,4,104,-56,-48,78,43,-68,-175,-195,-185,24,73,82
-112,-102,9,107,-61,-46,78,43,-73,-185,-204,-180,24,78,92
-117,-107,9,112,-63,-48,78,48,-78,-190,-209,-180,24,82,97
-117,-112,4,114,-61,-53,82,48,-87,-195,-209,-175,29,87,97
-117,-112,4,114,-61,-53,87,58,-82,-204,-214,-170,19,92,97
-112,-117,-4,114,-53,-61,97,53,-92,-214,-224,-175,19,97,102
-112,-117,-4,114,-53,-61,102,53,-102,-224,-239,-185,24,107,112
-122,-122,0,122,-61,-61,112,53,-107,-239,-248,-204,24,112,117
-122,-112,9,117,-65,-51,117,68,-117,-248,-248,-204,24,117,117
-126,-107,19,117,-73,-43,117,58,-122,-268,-263,-214,34,117,122
-126,-117,9,122,-68,-53,117,53,-131,-278,-278,-224,34,117,126
-126,-122,4,124,-65,-58,122,53,-141,-287,-292,-234,34,117,131
-131,-122,9,126,-70,-56,126,63,-141,-302,-307,-234,39,126,136
-126,-117,9,122,-68,-53,126,53,-151,-317,-322,-239,39,131,141
-126,-126,0,126,-63,-63,131,43,-175,-331,-341,-253,34,136,141
-126,-122,4,124,-65,-58,141,34,-190,-356,-366,-268,34,146,136
-126,-131,-4,129,-61,-68,141,29,-200,-370,-380,-278,39,136,141
-136,-131,4,134,-70,-63,146,24,-224,-395,-400,-292,43,141,141
-151,-146,4,148,-78,-70,151,14,-253,-424,-429,-322,48,141,141
-156,-156,0,156,-78,-78,151,4,-283,-463,-458,-346,53,141,141
-161,-170,-9,165,-75,-90,156,0,-307,-488,-483,-361,48,141,136
-165,-190,-24,178,-70,-107,165,-14,-331,-522,-512,-385,53,136,131
-170,-200,-29,185,-70,-114,170,-29,-356,-561,-541,-409,63,136,122
-175,-209,-34,192,-70,-122,175,-48,-390,-590,-580,-429,78,136,112
-175,-214,-39,195,-68,-126,190,-58,-419,-624,-610,-448,82,151,112
-195,-229,-34,212,-80,-131,195,-78,-444,-668,-634,-473,87,161,107
-200,-239,-39,219,-80,-139,195,-92,-473,-707,-673,-492,102,161,112
-209,-258,-48,234,-80,-153,200,-107,-502,-741,-702,-512,107,156,107
-229,-268,-39,248,-95,-153,209,-122,-531,-766,-727,-531,102,156,102
-239,-283,-43,261,-97,-163,219,-141,-566,-800,-756,-556,112,161,97
-248,-297,-48,273,-100,-173,224,-156,-590,-834,-785,-580,126,161,82
-258,-312,-53,285,-102,-183,229,-185,-619,-873,-814,-605,136,161,78
-268,-336,-68,302,-100,-202,244,-204,-649,-902,-849,-619,131,151,68
-283,-351,-68,317,-107,-209,244,-224,-683,-941,-873,-639,136,156,58
-287,-366,-78,326,-104,-222,253,-244,-712,-966,-893,-653,146,156,58
-297,-375,-78,336,-109,-226,253,-258,-732,-990,-917,-663,146,156,53
-317,-405,-87,361,-114,-246,258,-283,-761,-1024,-941,-683,156,161,34
-322,-419,-97,370,-112,-258,258,-302,-785,-1058,-971,-697,165,161,24
-326,-434,-107,380,-109,-270,258,-326,-814,-1078,-990,-707,180,161,19
-331,-448,-117,390,-107,-283,263,-346,-829,-1098,-1000,-727,185,161,9
-336,-458,-122,397,-107,-290,248,-370,-849,-1117,-1024,-746,190,146,-4
-322,-458,-136,390,-92,-297,244,-380,-863,-1112,-1024,-746,195,141,-9
-322,-458,-136,390,-92,-297,239,-370,-854,-1117,-1029,-751,195,136,-9
-317,-448,-131,383,-92,-290,234,-366,-849,-1117,-1029,-746,190,136,-14
-312,-439,-126,375,-92,-283,209,-366,-849,-1122,-1024,-746,200,131,-29
-302,-434,-131,368,-85,-283,200,-366,-839,-1107,-1019,-746,195,126,-29
-292,-424,-131,358,-80,-278,190,-370,-829,-1093,-1005,-732,190,126,-29
-283,-409,-126,346,-78,-268,180,-366,-814,-1068,-985,-732,180,122,-34
-278,-409,-131,344,-73,-270,175,-356,-805,-1054,-966,-717,185,107,-39
-258,-400,-141,329,-58,-270,170,-341,-780,-1024,-946,-702,175,102,-29
-244,-390,-146,317,-48,-268,165,-326,-746,-990,-917,-678,170,102,-24
-229,-380,-151,305,-39,-265,156,-312,-717,-956,-888,-658,161,97,-14
-224,-375,-151,300,-36,-263,156,-292,-683,-912,-854,-634,165,102,-9
-209,-361,-151,285,-29,-256,146,-278,-644,-873,-814,-600,156,97,-9
-195,-341,-146,268,-24,-244,136,-253,-595,-814,-766,-570,146,92,-9
-180,-326,-146,253,-17,-236,126,-224,-551,-771,-717,-531,136,87,-9
-165,-326,-161,246,-2,-244,136,-195,-512,-736,-688,-507,131,87,0
-165,-307,-141,236,-12,-224,126,-185,-478,-697,-644,-473,131,82,0
-151,-292,-141,222,-4,-217,126,-165,-439,-644,-605,-448,122,73,9
-141,-273,-131,207,-4,-202,122,-146,-405,-590,-556,-429,117,63,9
-126,-253,-126,190,0,-190,107,-136,-370,-536,-517,-400,117,48,0
-112,-244,-131,178,9,-187,102,-126,-346,-502,-483,-380,107,43,9
-107,-234,-126,170,9,-180,97,-117,-322,-478,-458,-361,97,39,9
-102,-224,-122,163,9,-173,92,-107,-297,-453,-434,-341,87,34,9
-97,-214,-117,156,9,-165,87,-97,-273,-429,-409,-322,78,29,9
-87,-204,-117,146,14,-161,68,-87,-244,-385,-366,-287,68,29,9
-82,-190,-107,136,12,-148,58,-73,-214,-351,-331,-263,63,34,9
-82,-175,-92,129,4,-134,58,-63,-185,-317,-297,-239,63,34,9
-73,-161,-87,117,7,-124,58,-48,-161,-278,-263,-214,58,34,9
-63,-141,-78,102,7,-109,48,-34,-136,-234,-234,-185,43,43,24
-53,-136,-82,95,14,-109,48,-24,-107,-204,-214,-161,39,34,24
-43,-126,-82,85,19,-104,48,-14,-78,-175,-185,-141,34,34,24
-29,-112,-82,70,26,-97,43,-4,-58,-151,-156,-122,29,34,24
-19,-92,-73,56,26,-82,39,14,-34,-117,-131,-112,9,29,34
-9,-82,-73,46,31,-78,43,14,-14,-97,-117,-97,19,24,34
-4,-78,-73,41,34,-75,39,24,0,-73,-92,-82,24,9,39
0,-68,-68,34,34,-68,34,34,19,-48,-68,-68,24,4,39
0,-58,-58,29,29,-58,34,34,24,-24,-48,-53,14,14,39
0,-43,-43,21,21,-43,34,39,34,-9,-29,-39,14,19,43
0,-43,-43,21,21,-43,39,48,48,4,-9,-24,9,24,43
0,-39,-39,19,19,-39,39,53,63,19,14,-4,9,34,43
0,-34,-34,17,17,-34,29,63,78,39,24,4,4,39,53
0,-29,-29,14,14,-29,34,63,82,43,29,4,4,39,58
0,-24,-24,12,12,-24,39,63,87,48,39,4,4,39,68
4,-24,-29,9,17,-26,39,63,92,58,48,4,4,43,73
4,-24,-29,9,17,-26,53,68,107,82,58,9,-4,43,82
9,-19,-29,4,19,-24,53,73,107,82,58,14,-4,34,78
14,-14,-29,0,21,-21,53,82,117,82,63,29,-4,29,73
14,-14,-29,0,21,-21,48,82,117,82,63,34,-4,29,68
4,0,-4,-2,4,-2,43,82,107,92,73,29,-14,19,58
4,4,0,-4,2,2,39,78,112,92,78,34,-14,19,58
9,9,0,-9,4,4,39,73,112,97,78,34,-19,19,53
9,9,0,-9,4,4,34,68,112,97,78,34,-19,19,53
-4,4,9,0,-7,7,19,53,102,92,73,34,-14,14,48
-4,4,9,0,-7,7,14,43,97,87,73,34,-9,14,39
-4,0,4,2,-4,2,9,39,92,78,68,29,-4,14,34
-4,0,4,2,-4,2,-4,29,87,73,63,29,0,9,24
4,4,0,-4,2,2,-14,29,92,73,73,29,0,19,34
4,4,0,-4,2,2,-19,34,92,78,73,34,0,24,34
4,9,4,-7,0,7,-19,34,92,82,78,39,0,24,34
4,9,4,-7,0,7,-24,34,92,87,78,39,0,24,39
4,4,0,-4,2,2,-34,34,92,97,92,48,0,14,29
4,4,0,-4,2,2,-34,34,92,97,92,48,0,14,29
9,9,0,-9,4,4,-34,34,97,92,92,48,0,14,29
9,14,4,-12,2,9,-34,34,97,92,92,48,0,14,29
9,24,14,-17,-2,19,-34,34,107,102,92,48,-9,14,39
9,24,14,-17,-2,19,-34,34,107,102,92,53,-9,14,39
9,24,14,-17,-2,19,-34,34,107,102,92,53,-9,14,39
9,24,14,-17,-2,19,-34,34,107,102,92,53,-4,14,39
9,14,4,-12,2,9,-34,34,97,92,82,43,-4,14,34
9,14,4,-12,2,9,-34,34,97,92,82,43,-4,14,34
9,14,4,-12,2,9,-34,34,97,92,82,39,-9,14,34
9,19,9,-14,0,14,-34,34,97,97,82,39,-9,14,34
9,29,19,-19,-4,24,-24,34,97,87,73,48,-9,19,39
9,29,19,-19,-4,24,-24,34,97,87,73,48,-9,19,43
9,29,19,-19,-4,24,-24,34,97,82,73,48,-9,24,53
9,29,19,-19,-4,24,-24,34,97,82,73,48,-9,24,58
0,29,29,-14,-14,29,-24,24,87,73,63,43,-9,34,48
0,29,29,-14,-14,29,-24,24,87,73,63,39,-9,34,48
0,29,29,-14,-14,29,-19,24,87,73,63,34,-9,34,48
0,29,29,-14,-14,29,-19,24,87,73,63,29,-9,34,48
9,29,19,-19,-4,24,-14,34,87,82,63,29,-19,43,58
9,29,19,-19,-4,24,-9,34,87,82,63,29,-19,48,58
4,29,24,-17,-9,26,-4,34,87,82,63,29,-19,48,58
4,29,24,-17,-9,26,4,34,87,82,63,29,-19,48,63
-4,24,29,-9,-17,26,14,43,97,73,63,29,-9,48,73
-4,19,24,-7,-14,21,14,43,97,73,63,29,-9,48,73
-4,14,19,-4,-12,17,19,43,97,68,63,29,-14,48,73
-4,9,14,-2,-9,12,19,43,92,68,58,29,-14,48,73
-4,4,9,0,-7,7,24,43,82,58,53,14,-24,53,73
-4,0,4,2,-4,2,29,43,82,58,48,14,-24,53,78
-9,-9,0,9,-4,-4,39,43,82,58,43,14,-24,58,78
-9,-14,-4,12,-2,-9,43,43,82,58,39,14,-24,58,73
-14,-24,-9,19,-2,-17,53,43,73,53,29,0,-14,58,82
-14,-24,-9,19,-2,-17,53,43,73,48,24,-4,-14,53,82
-14,-24,-9,19,-2,-17,53,39,68,43,24,-9,-14,53,82
-14,-29,-14,21,0,-21,53,34,68,39,24,-19,-9,53,82
-14,-34,-19,24,2,-26,53,19,53,29,19,-29,-4,48,78
-14,-39,-24,26,4,-31,48,19,48,19,9,-24,-4,39,68
-14,-39,-24,26,4,-31,39,24,43,9,0,-24,0,29,63
-14,-39,-24,26,4,-31,39,24,39,0,-9,-24,9,24,58
-24,-53,-29,39,2,-41,43,4,29,-14,-24,-39,14,24,53
-34,-63,-29,48,-2,-46,48,0,19,-24,-29,-43,14,29,48
-43,-78,-34,61,-4,-56,53,-4,14,-29,-34,-48,19,29,43
-53,-87,-34,70,-9,-61,68,0,9,-24,-39,-53,24,29,43
-58,-87,-29,73,-14,-58,73,-14,4,-34,-48,-63,29,39,39
-68,-82,-14,75,-26,-48,82,4,24,-19,-39,-58,24,53,53
-68,-63,4,65,-36,-29,82,34,63,24,-9,-34,9,68,78
-58,-34,24,46,-41,-4,92,63,131,87,48,0,-9,82,122
-43,-4,39,24,-41,17,87,92,209,175,117,43,-29,92,151
-24,43,68,-9,-46,56,68,126,302,292,224,107,-58,102,170
4,97,92,-51,-43,95,48,195,424,434,351,190,-73,92,185
53,146,92,-100,-19,119,24,273,561,590,488,283,-92,78,209
112,165,53,-139,29,109,-4,351,692,732,605,361,-112,58,214
156,190,34,-173,61,112,-19,414,785,834,697,419,-136,48,219
195,229,34,-212,80,131,-43,458,858,932,785,497,-151,39,244
244,317,73,-280,85,195,-82,517,976,1073,922,595,-185,29,268
336,448,112,-392,112,280,-161,590,1132,1273,1127,741,-224,9,283
448,580,131,-514,158,356,-229,668,1317,1512,1337,902,-273,-34,297
541,697,156,-619,192,427,-287,771,1488,1708,1507,1024,-322,-63,317
649,805,156,-727,246,480,-361,863,1620,1849,1639,1137,-361,-97,302
780,946,165,-863,307,556,-458,907,1703,1995,1786,1263,-414,-170,229
917,1141,224,-1029,346,683,-595,888,1781,2205,2010,1459,-463,-253,151
1034,1415,380,-1224,326,897,-785,805,1893,2493,2318,1737,-522,-326,78
1146,1712,566,-1429,290,1139,-971,673,2000,2825,2684,2044,-595,-419,-19
1205,1937,732,-1571,236,1334,-1112,546,2039,3054,2962,2293,-653,-478,-126
1215,2025,810,-1620,202,1417,-1176,453,1991,3157,3098,2430,-663,-522,-239
1220,2015,795,-1617,212,1405,-1210,400,1942,3191,3181,2508,-644,-595,-385
1229,1937,707,-1583,261,1322,-1205,395,1893,3123,3142,2503,-610,-653,-488
1161,1776,614,-1468,273,1195,-1127,395,1776,2864,2918,2386,-551,-673,-546
1098,1571,473,-1334,312,1022,-1054,370,1571,2444,2547,2161,-468,-688,-619
1049,1342,292,-1195,378,817,-985,322,1293,1976,2147,1922,-370,-746,-756
985,1122,136,-1054,424,629,-907,253,956,1493,1761,1678,-292,-795,-844
883,917,34,-900,424,475,-795,170,644,1078,1434,1464,-224,-771,-849
756,697,-58,-727,407,319,-663,87,336,717,1132,1244,-156,-712,-829
614,473,-141,-544,378,165,-522,-43,-34,322,775,946,-82,-644,-810
409,219,-190,-314,300,14,-361,-180,-356,-63,356,541,14,-527,-717
185,-29,-214,-78,200,-122,-170,-253,-546,-346,-39,136,82,-361,-566
29,-161,-190,65,109,-175,-39,-287,-614,-497,-287,-117,112,-234,-439
-39,-219,-180,129,70,-200,34,-253,-590,-536,-385,-219,107,-170,-341
-43,-239,-195,141,75,-217,78,-180,-483,-483,-395,-268,97,-126,-258
-53,-229,-175,141,61,-202,92,-126,-380,-414,-356,-258,78,-92,-190
-58,-204,-146,131,43,-175,87,-117,-331,-366,-307,-229,73,-63,-136
-48,-190,-141,119,46,-165,78,-92,-283,-317,-278,-214,63,-43,-112
-48,-180,-131,114,41,-156,78,-68,-224,-278,-244,-209,48,-24,-78
-39,-165,-126,102,43,-146,82,-39,-180,-234,-214,-185,43,-9,-43
-43,-146,-102,95,29,-124,73,-19,-146,-204,-190,-165,34,4,-9
-39,-117,-78,78,19,-97,63,-9,-126,-180,-175,-141,24,19,9
-24,-97,-73,61,24,-85,68,-4,-97,-156,-146,-122,14,29,19
-24,-78,-53,51,14,-65,58,0,-78,-131,-126,-117,19,39,34
-39,-68,-29,53,-4,-48,53,0,-58,-122,-122,-112,9,43,43
-48,-63,-14,56,-17,-39,58,4,-58,-112,-122,-112,19,39,43
-43,-58,-14,51,-14,-36,63,4,-48,-107,-112,-112,19,39,48
-43,-58,-14,51,-14,-36,63,4,-39,-97,-107,-107,19,39,48
-43,-58,-14,51,-14,-36,63,19,-39,-92,-102,-107,14,43,58
-53,-68,-14,61,-19,-41,73,24,-24,-78,-87,-97,4,53,68
-53,-68,-14,61,-19,-41,78,24,-14,-73,-87,-92,4,53,68
-53,-68,-14,61,-19,-41,78,24,-14,-73,-82,-92,4,58,68
-53,-73,-19,63,-17,-46,78,24,-14,-73,-82,-92,4,58,73
-68,-82,-14,75,-26,-48,82,24,-4,-82,-92,-102,14,68,82
-68,-87,-19,78,-24,-53,82,29,-4,-78,-92,-102,14,68,78
-73,-92,-19,82,-26,-56,87,29,-4,-78,-92,-102,14,68,78
-73,-102,-29,87,-21,-65,87,34,-4,-73,-87,-102,14,68,78
-63,-107,-43,85,-9,-75,92,34,0,-68,-97,-97,24,63,73
-63,-112,-48,87,-7,-80,92,34,0,-68,-97,-97,24,58,73
-63,-117,-53,90,-4,-85,87,34,0,-73,-97,-97,24,48,68
-63,-117,-53,90,-4,-85,87,34,0,-73,-97,-97,24,43,68
-63,-122,-58,92,-2,-90,82,29,-9,-78,-107,-102,34,34,58
-63,-122,-58,92,-2,-90,82,24,-14,-82,-107,-107,34,34,58
-63,-122,-58,92,-2,-90,82,19,-19,-87,-107,-112,34,34,58
-68,-122,-53,95,-7,-87,82,14,-24,-92,-107,-122,34,34,58
-78,-112,-34,95,-21,-73,82,9,-24,-102,-112,-122,34,43,58
-78,-107,-29,92,-24,-68,82,9,-24,-102,-112,-122,34,43,58
-78,-107,-29,92,-24,-68,82,9,-29,-102,-107,-117,34,48,58
-78,-102,-24,90,-26,-63,82,4,-29,-102,-107,-107,34,48,58
-73,-87,-14,80,-29,-51,73,0,-24,-92,-102,-107,34,48,58
-73,-87,-14,80,-29,-51,63,-4,-24,-92,-102,-107,34,48,58
-78,-92,-14,85,-31,-53,53,-4,-24,-97,-102,-102,34,48,63
-78,-92,-14,85,-31,-53,43,-9,-24,-97,-102,-102,39,48,63
-78,-87,-9,82,-34,-48,34,-4,-24,-87,-92,-102,29,58,58
-78,-82,-4,80,-36,-43,34,-9,-24,-87,-92,-102,29,63,58
-78,-78,0,78,-39,-39,34,-9,-24,-87,-97,-112,29,63,58
-73,-73,0,73,-36,-36,34,-9,-24,-92,-97,-112,29,63,58
-82,-73,9,78,-46,-31,43,-9,-24,-102,-102,-117,24,78,68
-82,-73,9,78,-46,-31,43,-9,-29,-107,-107,-117,24,78,68
-82,-73,9,78,-46,-31,43,-9,-29,-107,-112,-117,24,78,68
-87,-73,14,80,-51,-29,43,-4,-29,-107,-117,-117,24,82,78
-78,-73,4,75,-41,-34,48,-9,-43,-117,-122,-117,24,73,68
-78,-73,4,75,-41,-34,48,-4,-43,-117,-122,-122,24,73,68
-78,-73,4,75,-41,-34,48,-4,-43,-117,-126,-122,24,73,68
-78,-73,4,75,-41,-34,48,-4,-43,-117,-126,-122,24,78,68
-68,-73,-4,70,-31,-39,43,-14,-43,-126,-131,-122,24,73,63
-68,-73,-4,70,-31,-39,43,-14,-39,-131,-136,-122,24,68,63
-68,-73,-4,70,-31,-39,48,-9,-39,-131,-136,-126,24,63,63
-68,-73,-4,70,-31,-39,48,-9,-39,-126,-136,-126,24,58,68
-68,-73,-4,70,-31,-39,48,-9,-48,-136,-136,-126,34,53,58
-68,-82,-14,75,-26,-48,48,-4,-48,-141,-136,-126,34,58,58
-68,-82,-14,75,-26,-48,48,-4,-53,-141,-136,-126,34,58,63
-68,-82,-14,75,-26,-48,48,-4,-53,-146,-141,-131,34,58,63
-68,-87,-19,78,-24,-53,63,0,-63,-146,-151,-131,34,58,73
-68,-82,-14,75,-26,-48,63,0,-63,-146,-156,-136,34,63,73
-68,-82,-14,75,-26,-48,63,0,-63,-146,-156,-141,34,73,78
-68,-82,-14,75,-26,-48,68,4,-63,-156,-161,-146,34,78,78
-78,-82,-4,80,-36,-43,68,4,-73,-165,-170,-151,34,87,73
-78,-82,-4,80,-36,-43,68,4,-73,-170,-170,-156,34,87,73
-78,-82,-4,80,-36,-43,68,4,-78,-170,-180,-161,29,87,73
-82,-87,-4,85,-39,-46,78,9,-78,-175,-185,-170,29,87,73
-82,-78,4,80,-43,-36,87,0,-97,-190,-190,-170,19,92,82
-82,-87,-4,85,-39,-46,87,4,-97,-195,-195,-180,19,92,82
-82,-97,-14,90,-34,-56,92,4,-102,-204,-200,-185,19,92,82
-82,-97,-14,90,-34,-56,92,4,-107,-209,-214,-190,19,92,82
-92,-102,-9,97,-41,-56,102,14,-107,-214,-224,-204,29,102,82
-97,-107,-9,102,-43,-58,102,14,-112,-219,-229,-209,29,102,82
-102,-112,-9,107,-46,-61,107,14,-112,-229,-239,-209,29,102,82
-107,-122,-14,114,-46,-68,112,19,-117,-239,-244,-214,29,102,87
-107,-112,-4,109,-51,-58,112,19,-117,-248,-248,-224,34,102,97
-107,-117,-9,112,-48,-63,112,19,-122,-258,-263,-229,34,102,97
-112,-122,-9,117,-51,-65,112,14,-126,-258,-268,-234,34,102,97
-117,-126,-9,122,-53,-68,112,4,-136,-268,-278,-244,34,107,97
-117,-131,-14,124,-51,-73,117,0,-146,-292,-292,-253,43,97,92
-122,-131,-9,126,-56,-70,117,-4,-161,-312,-312,-258,43,97,92
-126,-136,-9,131,-58,-73,117,-4,-175,-326,-326,-268,43,97,87
-126,-141,-14,134,-56,-78,122,-9,-195,-341,-336,-273,48,97,78
-141,-146,-4,143,-68,-75,112,-24,-219,-366,-361,-283,58,97,68
-141,-156,-14,148,-63,-85,117,-34,-239,-390,-380,-292,58,97,63
-146,-161,-14,153,-65,-87,117,-39,-258,-414,-405,-307,63,102,63
-161,-170,-9,165,-75,-90,122,-43,-273,-444,-424,-331,63,102,58
-175,-185,-9,180,-82,-97,126,-48,-297,-468,-453,-356,63,97,43
-185,-185,0,185,-92,-92,126,-68,-317,-502,-478,-370,73,97,43
-190,-200,-9,195,-90,-104,126,-82,-341,-527,-502,-385,73,97,43
-195,-209,-14,202,-90,-112,131,-92,-366,-551,-527,-400,73,97,43
-200,-224,-24,212,-87,-124,126,-112,-395,-595,-556,-419,92,87,29
-204,-234,-29,219,-87,-131,126,-131,-424,-629,-585,-434,97,82,24
-214,-258,-43,236,-85,-151,131,-151,-468,-663,-619,-458,97,78,14
-224,-268,-43,246,-90,-156,141,-170,-502,-707,-658,-483,102,78,0
-234,-283,-48,258,-92,-165,131,-195,-536,-746,-688,-517,112,78,-19
-244,-287,-43,265,-100,-165,136,-209,-575,-785,-722,-536,122,82,-24
-258,-307,-48,283,-104,-178,141,-229,-619,-829,-766,-570,131,82,-29
-263,-322,-58,292,-102,-190,141,-248,-663,-883,-810,-600,141,82,-34
-263,-346,-82,305,-90,-214,141,-268,-692,-936,-849,-629,156,78,-48
-273,-366,-92,319,-90,-229,146,-287,-732,-980,-893,-658,161,78,-53
-283,-375,-92,329,-95,-234,146,-307,-771,-1029,-936,-688,170,82,-63
-292,-385,-92,339,-100,-239,146,-331,-819,-1068,-990,-712,185,87,-73
-312,-395,-82,353,-114,-239,151,-361,-863,-1122,-1029,-736,190,92,-68
-331,-414,-82,373,-124,-248,156,-390,-902,-1176,-1063,-766,195,102,-78
-336,-429,-92,383,-122,-261,156,-414,-946,-1224,-1112,-790,209,102,-78
-346,-453,-107,400,-119,-280,161,-439,-990,-1268,-1151,-814,214,97,-87
-361,-453,-92,407,-134,-273,185,-463,-1015,-1293,-1180,-834,219,107,-87
-375,-468,-92,422,-141,-280,200,-483,-1054,-1337,-1215,-858,229,122,-87
-390,-483,-92,436,-148,-287,209,-497,-1083,-1381,-1249,-883,244,131,-97
-405,-497,-92,451,-156,-295,219,-527,-1117,-1429,-1283,-907,253,141,-97
-400,-522,-122,461,-139,-322,234,-527,-1127,-1449,-1312,-922,248,151,-92
-409,-536,-126,473,-141,-331,234,-536,-1151,-1478,-1332,-941,253,156,-97
-409,-551,-141,480,-134,-346,244,-546,-1171,-1493,-1346,-956,263,156,-92
-414,-561,-146,488,-134,-353,244,-551,-1180,-1507,-1366,-966,263,156,-92
-414,-566,-151,490,-131,-358,248,-556,-1180,-1522,-1366,-971,263,161,-87
-409,-575,-165,492,-122,-370,248,-556,-1185,-1537,-1381,-980,263,161,-92
-405,-585,-180,495,-112,-383,248,-561,-1195,-1537,-1385,-985,268,161,-92
-400,-595,-195,497,-102,-395,253,-561,-1190,-1537,-1381,-1000,263,161,-97
-390,-590,-200,490,-95,-395,263,-556,-1176,-1512,-1371,-995,263,156,-87
-370,-585,-214,478,-78,-400,263,-546,-1166,-1483,-1346,-980,263,151,-87
-366,-580,-214,473,-75,-397,263,-517,-1132,-1464,-1327,-971,258,146,-82
-356,-566,-209,461,-73,-387,263,-492,-1102,-1439,-1302,-951,248,146,-82
-331,-546,-214,439,-58,-380,253,-468,-1073,-1400,-1268,-917,244,131,-73
-322,-541,-219,431,-51,-380,248,-453,-1034,-1361,-1244,-902,234,126,-68
-312,-531,-219,422,-46,-375,244,-444,-995,-1322,-1210,-873,224,126,-63
-302,-517,-214,409,-43,-366,239,-424,-951,-1273,-1171,-858,209,122,-63
-287,-492,-204,390,-41,-348,234,-395,-902,-1224,-1127,-819,204,126,-48
-268,-478,-209,373,-29,-344,229,-370,-858,-1171,-1083,-790,195,122,-39
-253,-463,-209,358,-21,-336,224,-346,-805,-1112,-1029,-751,190,122,-34
-239,-448,-209,344,-14,-329,214,-322,-756,-1054,-976,-717,180,117,-24
-234,-429,-195,331,-19,-312,214,-283,-692,-990,-917,-678,165,112,-14
-219,-409,-190,314,-14,-300,204,-268,-644,-932,-863,-639,156,107,-9
-204,-385,-180,295,-12,-283,195,-244,-585,-854,-800,-605,146,102,-4
-190,-366,-175,278,-7,-270,185,-214,-531,-790,-736,-561,136,97,0
